2190,3951,64722286491
2222,4087,66506443767
2262,3996,65423241310
2188,3874,64811860552
2201,3947,64524873880
2178,3901,65197157857
2211,3879,64805044599
2181,3884,62923963986
2185,3906,63608571853
2228,3991,66561679565
2431,4365,72830286637
2444,4484,73291201704
2486,4414,75073724645
2443,4443,72040879678
2424,4269,70338648609
2451,4308,71079574556
2413,4401,71144346454
2431,4396,73259736256
2413,4307,70980130106
2439,4252,72267626093
2662,4725,78385955686
2644,4680,76828282692
2696,4837,80906810978
2697,4702,78848719566
2676,4764,79745221287
2674,4725,79473539948
2662,4779,78244747464
2713,4825,80510315805
2615,4728,77823173341
2638,4745,76916625810
2831,5077,84226007393
2902,5163,86590544123
2887,5468,88364599939
2879,5049,85179687570
2857,5108,82794006711
2852,5060,83158941256
2864,5100,83072622754
2887,5107,85124419335
2893,5226,87082498485
3013,5331,88121681726
3016,5457,90233803750
3074,5545,92883716728
3102,5546,92050814659
3063,5466,91012660225
3020,5470,89699983366
3072,5483,91114041823
3111,5589,92266912042
3125,5565,92047676933
3111,5523,91027066173
3135,5591,92326181406
3332,6012,100882677107
3300,5934,97014094804
3280,5943,97881537670
3298,5862,97325486077
3295,5860,97006698357
3301,5900,97385543774
3313,6000,97674682604
3323,5812,97255626030
3290,5819,97747201631
3245,5921,97357954966
3517,6274,102391385422
3562,6364,106264076751
3525,6367,104949931069
3550,6574,107281544879
3548,6548,107178251434
3543,6328,104233430063
3522,6498,106023196844
3523,6277,105649100316
3498,6410,107290896845
3496,6367,103892920554
3657,6596,107706648447
3763,6738,113117090765
3831,6619,110241786329
3745,6873,112089136369
3696,6805,112252031805
3777,6624,109618501953
3741,6618,110529825020
3738,6604,109863026951
3697,6793,111494169862
3742,6753,112607792423
3885,7006,116804474457
3936,7102,117335418728
4033,7155,119008001325
3860,7050,116351955988
3986,7166,117145808804
3946,6968,114418364905
3920,7138,117252935955
4077,7227,119200472787
4018,7246,120868994567
3983,7121,117000806767
4189,7523,123201049328
4139,7381,120770178219
4198,7540,123292726264
4175,7569,124692949788
4173,7587,124389574395
4190,7564,125700510152
4248,7938,129492696320
4252,7537,124864763663
4212,7513,124971276750
4119,7454,121670970687
4394,7850,130951505817
4319,7792,129783806757
4352,7828,128683994549
4396,8028,130625266498
4342,7755,127611210376
4388,7848,130134543838
4395,7878,130502145765
4356,7744,129937773516
4472,7791,129547756763
4385,7980,131266908189
