391,1298,19168300761
399,1302,20173188475
390,1309,18679161504
390,1309,19116066889
389,1269,19380618846
392,1273,19076689942
396,1278,18884378076
391,1258,19363544005
399,1281,19792637438
396,1262,19801352057
415,1378,21730510048
429,1380,21587562460
445,1403,20968949127
418,1434,21194374906
431,1437,21184810926
451,1469,23133485727
437,1429,20980108107
431,1385,21146536237
441,1394,20733876687
437,1373,21315712814
462,1560,23477960783
467,1493,23190644648
464,1570,24031360497
456,1551,23650880172
460,1528,23992909775
452,1499,23326146444
455,1518,22957181769
457,1521,23985021685
463,1568,23018626955
499,1543,23638411537
495,1662,25249191497
502,1710,25837478073
510,1657,25666088587
537,1623,25174619880
480,1638,25471729874
521,1671,25156305333
502,1714,25056955165
513,1608,25098197721
501,1655,25679424693
520,1651,24797089314
544,1792,26467558061
550,1819,28279236146
536,1825,27416451160
575,1761,26758038470
561,1813,27987727581
558,1816,26707158638
572,1792,26813127095
541,1792,27566872767
563,1777,27192302073
562,1782,26954373822
604,1906,28635634223
614,1899,29302987663
582,1862,28224409697
577,1924,29172960419
583,1898,29141454511
583,1937,29080672505
565,1919,29059781992
629,1927,28702170035
593,1914,28923961362
586,1938,29321324434
622,2057,30918543611
633,2041,31161887771
625,2039,30828018479
620,2056,31252651609
628,2057,31703467726
625,2050,31205665344
635,2045,30933048740
663,2056,31291624590
634,2061,31727310102
630,2023,30912152567
688,2204,32954790776
676,2191,33405495575
719,2167,33420432225
651,2186,33052771244
659,2126,32701847936
659,2256,33604610704
675,2154,33364886856
648,2208,33392465529
644,2203,32542448425
707,2120,33043760201
698,2336,34749100682
702,2288,34764171993
672,2295,34304957896
691,2308,35377194027
690,2321,35263892787
709,2359,35549889489
708,2350,35993143909
720,2307,36171760498
686,2340,35010077185
706,2292,34497782829
744,2450,36596637017
760,2400,36710375730
736,2415,36574865563
753,2465,36539573215
755,2438,37498212832
731,2485,37514444490
732,2432,37739376334
740,2429,36709214998
729,2444,37604851742
791,2396,37358629080
776,2545,38406872976
797,2555,38473292301
797,2566,39180639872
781,2545,38909419396
802,2524,39642827128
803,2606,39632406098
804,2554,39745362342
802,2589,38767866753
807,2562,38958332180
793,2555,39329867242
