407,1247,17451894278
420,1226,17213500718
399,1224,17192616049
394,1250,16945342882
397,1248,17273259306
411,1245,16912200382
383,1218,17435261334
398,1262,17321756065
410,1228,16868135302
429,1220,16796869817
439,1401,18767561303
442,1377,19225819273
462,1332,18457669120
432,1366,18666166064
446,1327,18721152718
436,1351,18264044741
465,1340,18615018365
437,1391,18531046506
426,1366,18487341646
440,1372,18532941708
501,1488,20585640858
492,1476,21413532981
470,1484,20496606324
503,1485,20248279909
473,1506,20689039660
507,1495,20757267569
498,1496,20647655839
489,1487,21043054761
471,1489,20795098938
485,1492,20754982711
530,1604,22274160968
522,1598,22388108668
527,1611,22640656305
509,1596,22194026575
491,1599,23175302319
533,1617,22071678450
525,1650,24678040426
542,1612,22949658760
521,1634,22099363826
536,1577,21879870062
569,1739,23931684730
568,1727,23961663587
574,1720,24570065444
557,1732,23817132473
544,1726,24017894377
565,1767,24415119712
547,1748,24529068256
573,1733,23872534937
550,1742,23578248120
575,1728,23992520052
620,1876,26004852214
604,1825,26027597674
623,1825,25525371560
585,1848,25649297305
610,1841,25920952601
634,1848,25552299352
643,1834,25423390780
637,1865,25584716450
609,1866,26211742889
629,1847,26740851532
624,1949,27315235191
655,1943,26959166148
652,1956,27091303059
667,1993,27935938826
644,2003,27202610637
650,1981,27291841331
645,1989,27163980298
643,2004,27190700421
641,2011,26985718117
660,2013,27680751131
675,2123,29373810081
678,2125,29369517744
649,2120,29247704295
678,2086,28709267014
711,2121,28361374754
665,2052,28344663113
685,2090,28788647982
694,2066,32167291418
667,2112,29110976535
715,2094,29137266333
735,2246,31093393841
772,2200,31435270058
748,2240,30358862424
732,2255,30630210700
713,2242,30915892965
746,2219,30677580661
721,2223,30253143856
710,2271,30195426744
746,2284,30652948802
720,2246,30898441514
781,2398,37066976568
795,2343,32273937841
789,2338,32378962183
804,2347,32421519828
791,2336,32067620924
771,2370,32666211524
754,2317,32259410257
774,2361,31701159316
791,2361,32273047015
782,2327,32472504166
830,2464,33243699560
825,2478,33790531562
825,2442,34030227779
818,2481,34586481658
799,2448,34286458684
818,2499,34128296260
780,2454,33852750519
829,2499,33943738206
817,2440,34405826466
805,2431,34241509853
