CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
306,2307,26168730665
303,2312,26188257855
306,2307,26170830498
297,2324,26252838735
295,2317,26154851366
301,2314,26184186960
306,2311,26210268271
312,2307,26227112685
311,2299,26144519941
304,2316,26239739066
