CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
0,0,1167785
0,0,261167
0,0,244121
0,0,234397
0,0,236564
0,0,240110
0,0,232116
0,0,236106
0,0,230988
0,0,230588
