CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
2463,1025255,10288190
2463,1025948,10295259
2456,1024764,10283043
2455,1025004,10285411
2467,1025721,10292825
2527,1024193,10278079
2474,1025067,10286329
2464,1029818,10333794
2442,1034576,10381238
2476,1024194,10277991
