CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
2563,1024110,10277614
2544,1025897,10295233
2549,1027520,10311473
2543,1024373,10280138
2537,1024668,10283236
2560,1024771,10284211
2579,1025723,10293853
2555,1025242,10288814
2541,1017558,10211868
2542,1023932,10275640
