CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
6291,1341215,13939985
6002,1323677,13312085
5876,1319726,13271103
5922,1317411,13248050
5897,1320848,13282282
5845,1318946,13262193
5853,1317215,13245052
5895,1316444,13238103
6048,1322278,13298058
5992,1320395,13278742
