220,2197,28157554387
227,2120,28202181267
232,2159,27841740227
226,2201,28583793424
219,2186,28229707922
234,2229,29299888004
221,2320,30180481312
237,2171,28418151753
224,2264,29184521785
221,2236,29218262292
282,2701,34866348333
290,2590,33482239420
274,2596,32549135742
265,2644,34968502644
266,2637,33479071573
286,2633,33603662201
279,2753,35365448636
260,2601,34408075956
272,2718,34966126942
284,2700,35022045031
327,3176,39628323679
306,3031,40668556017
315,3115,38783408560
321,3149,40640667853
316,3158,41433253430
320,3133,39661942634
315,3223,42946230531
328,3075,38403523880
328,3140,40392398679
326,3090,40359225809
361,3667,46430436634
350,3475,44504803909
364,3498,46775351979
359,3521,45787513863
362,3594,45020332325
365,3520,45235698063
355,3662,47006075536
383,3532,45986152857
370,3498,45034642047
375,3497,44794078267
408,4042,51239430363
389,3891,50498326008
405,3955,50880609926
419,4011,50789700242
412,4034,51327386508
398,3993,51936468433
415,4104,53318966188
398,3922,50728880463
403,4004,51239849205
410,3971,50701019262
455,4467,56181228056
456,4417,57607607322
443,4464,57746094092
467,4532,57561734632
474,4468,56464390212
464,4495,57283482441
447,4527,57671095910
455,4397,55794190552
454,4433,57290611551
437,4488,56747256762
502,4949,63416977011
519,4843,59695195710
482,4922,62520492073
506,4886,62303863314
505,4887,64381272326
469,4973,62503673933
500,5014,63638008086
506,4849,60807348457
501,4871,60226182645
515,4867,61530031182
535,5381,66834550689
544,5263,66820452196
552,5343,66252403387
531,5350,68066097649
545,5331,66472719812
511,5438,68781761533
561,5417,69833561312
550,5259,67328009666
546,5333,68397825616
549,5380,67786810230
591,5930,76689993661
572,5741,73171967062
608,5855,74626675900
598,5840,74487395663
613,5795,75213457810
600,5878,75864560447
579,5936,76101006319
575,5766,73470389405
574,5828,75145882235
607,5834,75163072663
649,6350,82358360450
618,6183,79383586696
646,6269,80284169659
625,6305,80978650005
648,6259,79639984528
641,6300,80463325209
641,6354,81984805655
643,6145,81333074162
607,6280,79501914206
639,6337,81744012553
678,6857,88603816598
655,6673,86162732289
674,6698,86719390343
690,6734,84560885911
691,6711,85889992602
652,6759,87526605508
691,6846,88057529845
695,6639,86129629764
675,6717,87436289622
711,6775,89174321149
