1927808173, 19556589375
2735314545, 3008126889
2257427424, 2571045721
2281673848, 2570188247
2347587857, 3297114310
2948519515, 3303180883
2784948745, 2688174814
2090918156, 2265526729
1991391627, 2215592894
1975801840, 2243926735

199208647109, 150335394085
201738185492, 8881657846
198094706688, 7912064772
198488580865, 7640286064
204643924625, 8215714025
194733781220, 7264567422
196576906033, 7881964352
197889365699, 7772124951
198074221256, 8007725938
199567465378, 8144279412


835148354, 33243797534
800404981, 35681520905
733670767, 34505119937
692500603, 35771475474
827516366, 35671850080
685103032, 35383310011
781643201, 34001604294
739620397, 34751304127
838220421, 35109084075
869675452, 35699931719
