193857125340, 108133386555
189226557148, 20900541935
191777703810, 20871004934
187737952118, 21582590207
193376758452, 22485497837
195840963530, 21421603808
198870447250, 21637015812
194334190533, 20921133571
198391232041, 20622296604
195377854455, 20588389752

192065410652, 106553446845
195491076003, 104909398628
190218460665, 107585071536
189972012215, 103950740971
194749110692, 104636612511
194830879438, 103556188419
192102871787, 106211908253
195026063233, 108701861513
194756690075, 107630382750
191226790200, 104460112485
