83015720, 446682669
107785408, 61121518
106971238, 58278382
107253407, 60876079
107253720, 57211160
107239060, 61128009
107778556, 57842229
107395441, 59973828
104894602, 58209516
107046838, 60950188

73203001, 396345250
97773582, 57320582
97141091, 58809973
95530730, 57421130
96006929, 58022611
97817402, 54462801
95701091, 57007130
95688306, 57238891
96450640, 57567514
96965538, 55304739

75685696, 415521239
93428051, 54868074
92969427, 55409564
92567816, 54531150
94603514, 54682918
94913447, 52668744
94340931, 53032858
96256081, 52513661
93709481, 55930648
92167490, 53877835
