1931827858, 14520962827
2401271966, 5711651047
2826482653, 3730626272
2363243661, 2944665030
2240420034, 2652086461
2187407729, 2588280638
2191651555, 2601096740
2199060459, 2649017654
2297875073, 2649481151
2298579200, 2454263015


800662740, 22869638104
1045580803, 29256333214
910070640, 29269329242
682883224, 29254140053
682430160, 28386185430
867223756, 28372721696
754923806, 29403311059
685834832, 29743420695
874112864, 29175181653
921604921, 29133690670
701893897, 30804059460
978427930, 13922487540
772965545, 9977545732
758846645, 8968157632
762345539, 8491677795
844476226, 7960389009
775474998, 7988734781
681463612, 8207008632
942527353, 7594713893
682955214, 8520484852
