CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
4,419,4934
4,420,5012
4,368,4200
4,370,4632
4,369,4835
4,421,4892
3,420,5104
4,370,4150
3,371,4128
4,321,3553
