CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
5,288,3450
3,290,3804
3,290,3082
5,290,3472
4,289,3152
3,288,3316
4,290,3247
4,293,3309
4,289,3520
4,287,3337
