CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,12333
0,0,12555
0,0,12410
0,0,12403
0,0,12299
0,0,12290
0,0,12282
0,0,12370
0,0,12376
0,0,12288
