CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
32,272,3051466634
32,271,3040859310
33,270,3045898870
29,275,3049915633
30,272,3039659232
31,272,3045679568
32,271,3044290488
30,272,3040695431
33,270,3043960905
32,272,3046033282
