CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
0,2241,22421
0,2241,22420
0,2241,22424
0,2242,22429
0,2246,22475
0,2252,22534
0,2241,22428
0,2240,22416
0,2243,22443
0,2241,22429
