CPU kernel-space (ms), CPU user-space (ms), Real Time (ns)
0,2242,22436
0,2241,22429
0,2242,22438
0,2247,22484
0,2242,22430
0,2243,22443
0,2242,22428
0,2242,22437
0,2241,22421
0,2244,22453
